Reviews,Ratings
"Our meals at PHX were delicious and the portions were generous.  The fixed price for three (or 2) courses makes this an excellent value.  We went to this restaurant because of the great gluten free options, but I would favorably compare this restaurant to all...More",5.0
Brilliant experience start to finish. Booked a table for a hen party of 13. They were so accommodating and the food was absolutely out of this world. Incredible value. Would 100% recommend :) Thank you!,5.0
"We had a lovely evening here, we were greeted warmly, and served with real Irish warmth and hospitality. The food was delicious and we thoroughly enjoyed our evening. The only slight problem was that we were amongst a large group booking who were very loud...More",5.0
go there already for the super nice and efficient staff. Paula is a star in the Dublin night. Then for the menus to which I have found nothing to complain about.,5.0
Friendly professional service and amazing food with more than one veggie option! We walked over after visiting the Guinness warehouse and tried for a table on the off chance. We were lucky as it was busy even though still fairly early. Try the vegan ‘steak’...More,5.0
My Wife and myself went to PHX on the 12th Feburary for dinner. The venue is very nice and the staff were extremely friendly. Sarah who served us was particarly helpful with the menu and gave a professional service. The food was amazing. We both...More,5.0
Me and my partner booked in at PHX for dinner during a weekend stay in Dublin. The staff were more than friendly and happy to recommend dishes and answer my partner’s questions when selecting a wine. It was a wonderful meal and I definitely recommend...More,5.0
"Went here for evening meal, they do an offer on two courses which was very reasonable.
Both myself and partner had steak frites for main which was amazing steak cooked perfectly and very tender, chips were very good.
Also had chicken wings for start which...More",5.0
"Visited PHX with family, Saturday 5th February. Arrived slightly late because of traffic and awful weather.
What a welcome!
To say it was homely is an understatement. Atmosphere was so warm and welcoming.
Nice wine list. The food was delightful, with options for various food...More",5.0
This is a great little spot. The food is great and the staff are very friendly. Feri and Colum made sure we were well looked after. Will definitely be back!,5.0
"Came the other day for dinner and had a great time. The food was amazing (Steak Frites and Burger), the service was fast and friendly and the atmosphere was warm and cosy. Will definitely be coming back and would highly recommend.",5.0
"I visited PHX last week. I had a great time, I can't say enough how amazing was the food (  the house salad, and the delicious vegan steak) combined whit the great wine the atmosphere is so cosy and lovely and I have to mention...More",5.0
"Came for a Christmas dinner party with some friends, had an excellent time, staff were extremely friendly and accommodating, food was excellent, drinks were fast!  Just a generally warm and upbeat vibe all around!",5.0
"Visited here last night sat. 11/12/2021. Lovely warm welcome
lovely atmosphere and brilliant food at reasonable prices.
Recommend the duck liver pate. It was creamy textured and tasty.
The steak was perfect as was the fries. Would like to see a few more regional
wines...More",5.0
